State,District,Date,Year,Month,Avg_rainfall,Agency_name
Telangana,Karimnagar,2019-07-25,2019,07,0.0,IMD GRID MODEL
Telangana,Karimnagar,2019-08-01,2019,08,3.308294959,IMD GRID MODEL
Telangana,Karimnagar,2019-08-03,2019,08,31.31210473,IMD GRID MODEL
Telangana,Karimnagar,2019-08-04,2019,08,6.602314888,IMD GRID MODEL
Telangana,Karimnagar,2019-08-11,2019,08,0.003422345,IMD GRID MODEL
Telangana,Karimnagar,2019-08-14,2019,08,4.088212858,IMD GRID MODEL
Telangana,Karimnagar,2019-08-18,2019,08,0.0,IMD GRID MODEL
Telangana,Karimnagar,2019-08-20,2019,08,2.378293595,IMD GRID MODEL
Telangana,Karimnagar,2019-08-26,2019,08,2.797295396,IMD GRID MODEL
Telangana,Karimnagar,2019-08-28,2019,08,0.0,IMD GRID MODEL
Telangana,Karimnagar,2019-09-01,2019,09,23.76633266,IMD GRID MODEL
Telangana,Karimnagar,2019-09-07,2019,09,1.054100619,IMD GRID MODEL
Telangana,Karimnagar,2019-09-09,2019,09,10.1425052,IMD GRID MODEL
Telangana,Karimnagar,2019-09-10,2019,09,2.556064238,IMD GRID MODEL
Telangana,Karimnagar,2019-09-11,2019,09,4.496654261,IMD GRID MODEL
Telangana,Karimnagar,2019-09-12,2019,09,4.219113091,IMD GRID MODEL
Telangana,Karimnagar,2019-09-14,2019,09,0.776289095,IMD GRID MODEL
Telangana,Karimnagar,2019-09-30,2019,09,35.66871234,IMD GRID MODEL
Telangana,Karimnagar,2019-10-01,2019,10,1.056148832,IMD GRID MODEL
Telangana,Karimnagar,2019-10-05,2019,10,0.03570934,IMD GRID MODEL
Telangana,Karimnagar,2019-10-14,2019,10,0.0,IMD GRID MODEL
Telangana,Karimnagar,2019-10-24,2019,10,8.212950109,IMD GRID MODEL
Telangana,Karimnagar,2019-10-26,2019,10,1.306485954,IMD GRID MODEL
Telangana,Karimnagar,2019-10-28,2019,10,0.0,IMD GRID MODEL
Telangana,Karimnagar,2019-10-29,2019,10,8.244763045,IMD GRID MODEL
Telangana,Karimnagar,2019-11-01,2019,11,1.01354376,IMD GRID MODEL
Telangana,Karimnagar,2019-11-04,2019,11,0.0,IMD GRID MODEL
Telangana,Karimnagar,2019-11-12,2019,11,0.0,IMD GRID MODEL
Telangana,Karimnagar,2019-11-16,2019,11,0.0,IMD GRID MODEL
Telangana,Karimnagar,2019-11-19,2019,11,0.0,IMD GRID MODEL
Telangana,Karimnagar,2019-12-04,2019,12,0.0,IMD GRID MODEL
Telangana,Karimnagar,2019-12-09,2019,12,0.0,IMD GRID MODEL
Telangana,Karimnagar,2019-12-12,2019,12,0.0,IMD GRID MODEL
Telangana,Karimnagar,2019-12-14,2019,12,0.0,IMD GRID MODEL
Telangana,Karimnagar,2019-12-15,2019,12,0.0,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2019-11-05,2019,11,0.0,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2019-11-04,2019,11,0.0,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2019-11-10,2019,11,0.0,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2019-11-14,2019,11,0.0,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2019-11-27,2019,11,0.0,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2019-12-05,2019,12,0.0,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2019-12-06,2019,12,0.0,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2019-12-11,2019,12,0.0,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2019-12-14,2019,12,0.0,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2019-12-15,2019,12,0.0,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2019-12-17,2019,12,0.0,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2019-12-18,2019,12,0.0,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2019-12-19,2019,12,0.0,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2019-12-23,2019,12,0.0,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2019-12-27,2019,12,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-01-01,2019,01,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-01-06,2019,01,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-01-10,2019,01,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-01-12,2019,01,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-01-17,2019,01,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-01-22,2019,01,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-02-01,2019,02,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-02-02,2019,02,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-02-04,2019,02,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-02-13,2019,02,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-02-15,2019,02,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-02-16,2019,02,0.362709111,IMD GRID MODEL
Telangana,Hyderabad,2019-02-17,2019,02,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-02-18,2019,02,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-02-19,2019,02,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-02-25,2019,02,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-03-06,2019,03,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-03-07,2019,03,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-03-09,2019,03,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-03-15,2019,03,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-03-30,2019,03,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-04-01,2019,04,1.502375559,IMD GRID MODEL
Telangana,Hyderabad,2019-04-02,2019,04,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-04-09,2019,04,0.732533597,IMD GRID MODEL
Telangana,Hyderabad,2019-04-10,2019,04,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-04-15,2019,04,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-04-17,2019,04,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-04-18,2019,04,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-04-23,2019,04,2.091648521,IMD GRID MODEL
Telangana,Hyderabad,2019-04-24,2019,04,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-04-30,2019,04,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-05-03,2019,05,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-05-06,2019,05,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-05-07,2019,05,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-05-23,2019,05,1.771338565,IMD GRID MODEL
Telangana,Hyderabad,2019-06-03,2019,06,0.058601087,IMD GRID MODEL
Telangana,Hyderabad,2019-06-04,2019,06,12.4846562,IMD GRID MODEL
Telangana,Hyderabad,2019-06-05,2019,06,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-06-06,2019,06,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-06-14,2019,06,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-06-17,2019,06,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-06-20,2019,06,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-06-21,2019,06,6.458879476,IMD GRID MODEL
Telangana,Hyderabad,2019-06-22,2019,06,18.48198832,IMD GRID MODEL
Telangana,Hyderabad,2019-06-30,2019,06,7.742530702,IMD GRID MODEL
Telangana,Hyderabad,2019-07-07,2019,07,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-07-11,2019,07,1.144502908,IMD GRID MODEL
Telangana,Hyderabad,2019-07-19,2019,07,7.383850466,IMD GRID MODEL
Telangana,Hyderabad,2019-07-27,2019,07,6.498584274,IMD GRID MODEL
Telangana,Hyderabad,2019-07-31,2019,07,0.439558193,IMD GRID MODEL
Telangana,Hyderabad,2019-08-02,2019,08,13.64957675,IMD GRID MODEL
Telangana,Hyderabad,2019-08-08,2019,08,11.47933839,IMD GRID MODEL
Telangana,Hyderabad,2019-08-09,2019,08,0.000559242,IMD GRID MODEL
Telangana,Hyderabad,2019-08-10,2019,08,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-08-15,2019,08,0.14216366,IMD GRID MODEL
Telangana,Hyderabad,2019-08-18,2019,08,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-08-23,2019,08,18.03601477,IMD GRID MODEL
Telangana,Hyderabad,2019-09-01,2019,09,2.630122245,IMD GRID MODEL
Telangana,Hyderabad,2019-09-11,2019,09,0.10059304,IMD GRID MODEL
Telangana,Hyderabad,2019-09-13,2019,09,1.460797052,IMD GRID MODEL
Telangana,Hyderabad,2019-09-23,2019,09,11.15603268,IMD GRID MODEL
Telangana,Hyderabad,2019-09-24,2019,09,7.651857508,IMD GRID MODEL
Telangana,Hyderabad,2019-10-01,2019,10,15.74387932,IMD GRID MODEL
Telangana,Hyderabad,2019-10-03,2019,10,0.000807799,IMD GRID MODEL
Telangana,Hyderabad,2019-10-05,2019,10,3.995198399,IMD GRID MODEL
Telangana,Hyderabad,2019-10-14,2019,10,4.404326796,IMD GRID MODEL
Telangana,Hyderabad,2019-10-18,2019,10,1.624625132,IMD GRID MODEL
Telangana,Hyderabad,2019-10-21,2019,10,7.923799736,IMD GRID MODEL
Telangana,Hyderabad,2019-10-23,2019,10,8.381218056,IMD GRID MODEL
Telangana,Hyderabad,2019-10-24,2019,10,1.639538039,IMD GRID MODEL
Telangana,Hyderabad,2019-10-28,2019,10,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-10-30,2019,10,3.871803863,IMD GRID MODEL
Telangana,Hyderabad,2019-11-01,2019,11,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-11-09,2019,11,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-11-13,2019,11,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-11-23,2019,11,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-12-02,2019,12,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-12-03,2019,12,3.026005623,IMD GRID MODEL
Telangana,Hyderabad,2019-12-16,2019,12,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-12-22,2019,12,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-12-24,2019,12,0.0,IMD GRID MODEL
Telangana,Hyderabad,2019-12-29,2019,12,0.0,IMD GRID MODEL
Telangana,Jagitial,2019-01-02,2019,01,0.0,IMD GRID MODEL
Telangana,Jagitial,2019-01-07,2019,01,0.0,IMD GRID MODEL
Telangana,Jagitial,2019-01-10,2019,01,0.0,IMD GRID MODEL
Telangana,Jagitial,2019-01-14,2019,01,0.0,IMD GRID MODEL
Telangana,Jagitial,2019-01-22,2019,01,0.0,IMD GRID MODEL
Telangana,Jagitial,2019-01-30,2019,01,0.0,IMD GRID MODEL
Telangana,Jagitial,2019-02-02,2019,02,0.0,IMD GRID MODEL
Telangana,Jagitial,2019-02-12,2019,02,0.0,IMD GRID MODEL
Telangana,Jagitial,2019-02-19,2019,02,0.0,IMD GRID MODEL
Telangana,Jagitial,2019-02-23,2019,02,0.0,IMD GRID MODEL
Telangana,Jagitial,2019-02-27,2019,02,0.0,IMD GRID MODEL
Telangana,Jagitial,2019-03-06,2019,03,0.0,IMD GRID MODEL
Telangana,Jagitial,2019-03-20,2019,03,0.0,IMD GRID MODEL
Telangana,Jagitial,2019-04-20,2019,04,1.288815391,IMD GRID MODEL
Telangana,Jagitial,2019-04-23,2019,04,0.0,IMD GRID MODEL
Telangana,Jagitial,2019-05-01,2019,05,0.0,IMD GRID MODEL
Telangana,Jagitial,2019-05-04,2019,05,0.0,IMD GRID MODEL
Telangana,Jagitial,2019-05-07,2019,05,0.0,IMD GRID MODEL
Telangana,Jagitial,2019-05-13,2019,05,0.0,IMD GRID MODEL
Telangana,Jagitial,2019-05-19,2019,05,0.0,IMD GRID MODEL
Telangana,Jagitial,2019-05-20,2019,05,0.0,IMD GRID MODEL
Telangana,Jagitial,2019-05-23,2019,05,0.042112052,IMD GRID MODEL
