State,District,Date,Year,Month,Avg_rainfall,Agency_name
Telangana,Ranga Reddy,2020-11-07,2020,11,0.0,IMD GRID MODEL
Telangana,Ranga Reddy,2020-11-10,2020,11,0.0,IMD GRID MODEL
Telangana,Ranga Reddy,2020-11-16,2020,11,0.0,IMD GRID MODEL
Telangana,Ranga Reddy,2020-11-17,2020,11,0.0,IMD GRID MODEL
Telangana,Ranga Reddy,2020-11-19,2020,11,0.0,IMD GRID MODEL
Telangana,Ranga Reddy,2020-11-21,2020,11,0.0,IMD GRID MODEL
Telangana,Ranga Reddy,2020-11-26,2020,11,0.0,IMD GRID MODEL
Telangana,Ranga Reddy,2020-12-03,2020,12,0.0,IMD GRID MODEL
Telangana,Ranga Reddy,2020-12-04,2020,12,0.0,IMD GRID MODEL
Telangana,Ranga Reddy,2020-12-07,2020,12,2.785420292,IMD GRID MODEL
Telangana,Ranga Reddy,2020-12-12,2020,12,0.0,IMD GRID MODEL
Telangana,Ranga Reddy,2020-12-16,2020,12,0.0,IMD GRID MODEL
Telangana,Ranga Reddy,2020-12-15,2020,12,0.0,IMD GRID MODEL
Telangana,Ranga Reddy,2020-12-21,2020,12,0.0,IMD GRID MODEL
Telangana,Ranga Reddy,2020-12-22,2020,12,0.0,IMD GRID MODEL
Telangana,Ranga Reddy,2020-12-29,2020,12,0.710103398,IMD GRID MODEL
Telangana,Sangareddy,2020-01-11,2020,01,0.0,IMD GRID MODEL
Telangana,Sangareddy,2020-01-16,2020,01,0.0,IMD GRID MODEL
Telangana,Sangareddy,2020-01-17,2020,01,0.0,IMD GRID MODEL
Telangana,Sangareddy,2020-01-18,2020,01,0.0,IMD GRID MODEL
Telangana,Sangareddy,2020-01-22,2020,01,0.0,IMD GRID MODEL
Telangana,Sangareddy,2020-01-21,2020,01,0.0,IMD GRID MODEL
Telangana,Sangareddy,2020-01-25,2020,01,0.0,IMD GRID MODEL
Telangana,Sangareddy,2020-01-26,2020,01,0.0,IMD GRID MODEL
Telangana,Sangareddy,2020-02-05,2020,02,0.0,IMD GRID MODEL
Telangana,Peddapalli,2020-08-24,2020,08,0.0,IMD GRID MODEL
Telangana,Peddapalli,2020-08-29,2020,08,0.550684397,IMD GRID MODEL
Telangana,Peddapalli,2020-09-02,2020,09,0.0,IMD GRID MODEL
Telangana,Peddapalli,2020-09-05,2020,09,16.58548932,IMD GRID MODEL
Telangana,Peddapalli,2020-09-19,2020,09,0.0,IMD GRID MODEL
Telangana,Peddapalli,2020-09-26,2020,09,0.0,IMD GRID MODEL
Telangana,Peddapalli,2020-09-28,2020,09,0.0,IMD GRID MODEL
Telangana,Peddapalli,2020-09-29,2020,09,0.0,IMD GRID MODEL
Telangana,Peddapalli,2020-09-30,2020,09,0.608223856,IMD GRID MODEL
Telangana,Peddapalli,2020-10-03,2020,10,6.868442378,IMD GRID MODEL
Telangana,Peddapalli,2020-10-17,2020,10,0.0,IMD GRID MODEL
Telangana,Peddapalli,2020-10-21,2020,10,0.0,IMD GRID MODEL
Telangana,Peddapalli,2020-10-29,2020,10,0.0,IMD GRID MODEL
Telangana,Peddapalli,2020-10-30,2020,10,0.0,IMD GRID MODEL
Telangana,Peddapalli,2020-10-31,2020,10,0.88118745,IMD GRID MODEL
Telangana,Peddapalli,2020-11-06,2020,11,0.0,IMD GRID MODEL
Telangana,Peddapalli,2020-11-10,2020,11,0.0,IMD GRID MODEL
Telangana,Peddapalli,2020-11-12,2020,11,0.0,IMD GRID MODEL
Telangana,Peddapalli,2020-11-13,2020,11,0.0,IMD GRID MODEL
Telangana,Peddapalli,2020-11-21,2020,11,0.0,IMD GRID MODEL
Telangana,Peddapalli,2020-11-24,2020,11,0.0,IMD GRID MODEL
Telangana,Peddapalli,2020-12-01,2020,12,0.0,IMD GRID MODEL
Telangana,Peddapalli,2020-12-02,2020,12,0.0,IMD GRID MODEL
Telangana,Peddapalli,2020-12-08,2020,12,0.003307682,IMD GRID MODEL
Telangana,Peddapalli,2020-12-09,2020,12,0.0,IMD GRID MODEL
Telangana,Peddapalli,2020-12-17,2020,12,0.0,IMD GRID MODEL
Telangana,Peddapalli,2020-12-18,2020,12,0.0,IMD GRID MODEL
Telangana,Peddapalli,2020-12-19,2020,12,0.0,IMD GRID MODEL
Telangana,Peddapalli,2020-12-30,2020,12,0.0,IMD GRID MODEL
Telangana,Rajanna Sircilla,2020-01-04,2020,01,5.246568259,IMD GRID MODEL
Telangana,Rajanna Sircilla,2020-01-03,2020,01,2.127644603,IMD GRID MODEL
Telangana,Rajanna Sircilla,2020-01-07,2020,01,0.0,IMD GRID MODEL
Telangana,Rajanna Sircilla,2020-01-19,2020,01,0.0,IMD GRID MODEL
Telangana,Rajanna Sircilla,2020-01-21,2020,01,0.0,IMD GRID MODEL
Telangana,Rajanna Sircilla,2020-01-27,2020,01,0.0,IMD GRID MODEL
Telangana,Rajanna Sircilla,2020-01-31,2020,01,0.0,IMD GRID MODEL
Telangana,Rajanna Sircilla,2020-02-07,2020,02,0.0,IMD GRID MODEL
Telangana,Rajanna Sircilla,2020-02-17,2020,02,0.0,IMD GRID MODEL
Telangana,Rajanna Sircilla,2020-02-22,2020,02,0.0,IMD GRID MODEL
Telangana,Rajanna Sircilla,2020-02-27,2020,02,0.0,IMD GRID MODEL
Telangana,Rajanna Sircilla,2020-02-29,2020,02,0.0,IMD GRID MODEL
Telangana,Rajanna Sircilla,2020-03-10,2020,03,0.0,IMD GRID MODEL
Telangana,Rajanna Sircilla,2020-03-12,2020,03,5.048840848,IMD GRID MODEL
Telangana,Rajanna Sircilla,2020-03-11,2020,03,0.0,IMD GRID MODEL
Telangana,Vikarabad,2020-05-21,2020,05,0.0,IMD GRID MODEL
Telangana,Vikarabad,2020-05-23,2020,05,0.0,IMD GRID MODEL
Telangana,Vikarabad,2020-05-24,2020,05,0.0,IMD GRID MODEL
Telangana,Vikarabad,2020-05-29,2020,05,0.0,IMD GRID MODEL
Telangana,Vikarabad,2020-06-03,2020,06,2.771166608,IMD GRID MODEL
Telangana,Vikarabad,2020-06-05,2020,06,1.015063706,IMD GRID MODEL
Telangana,Vikarabad,2020-06-07,2020,06,0.0,IMD GRID MODEL
Telangana,Vikarabad,2020-06-09,2020,06,0.0,IMD GRID MODEL
Telangana,Vikarabad,2020-06-12,2020,06,4.617583018,IMD GRID MODEL
Telangana,Vikarabad,2020-06-13,2020,06,0.077297716,IMD GRID MODEL
Telangana,Vikarabad,2020-06-19,2020,06,11.379897,IMD GRID MODEL
Telangana,Vikarabad,2020-06-21,2020,06,7.09180108,IMD GRID MODEL
Telangana,Vikarabad,2020-06-27,2020,06,0.04729735,IMD GRID MODEL
Telangana,Vikarabad,2020-06-25,2020,06,4.685109881,IMD GRID MODEL
Telangana,Vikarabad,2020-07-03,2020,07,46.5990832,IMD GRID MODEL
Telangana,Vikarabad,2020-07-04,2020,07,8.315408865,IMD GRID MODEL
Telangana,Vikarabad,2020-07-11,2020,07,10.57190615,IMD GRID MODEL
Telangana,Vikarabad,2020-07-16,2020,07,49.24466612,IMD GRID MODEL
Telangana,Vikarabad,2020-08-05,2020,08,0.0,IMD GRID MODEL
Telangana,Vikarabad,2020-08-09,2020,08,0.0,IMD GRID MODEL
Telangana,Vikarabad,2020-08-10,2020,08,0.0,IMD GRID MODEL
Telangana,Vikarabad,2020-08-13,2020,08,0.0,IMD GRID MODEL
Telangana,Vikarabad,2020-08-20,2020,08,0.0,IMD GRID MODEL
Telangana,Vikarabad,2020-08-24,2020,08,0.0,IMD GRID MODEL
Telangana,Vikarabad,2020-09-01,2020,09,0.0,IMD GRID MODEL
Telangana,Vikarabad,2020-09-04,2020,09,0.0,IMD GRID MODEL
Telangana,Vikarabad,2020-09-06,2020,09,0.0,IMD GRID MODEL
Telangana,Vikarabad,2020-09-18,2020,09,0.0,IMD GRID MODEL
Telangana,Vikarabad,2020-10-05,2020,10,0.106327976,IMD GRID MODEL
Telangana,Vikarabad,2020-10-06,2020,10,0.0,IMD GRID MODEL
Telangana,Vikarabad,2020-10-08,2020,10,0.224495815,IMD GRID MODEL
Telangana,Vikarabad,2020-10-16,2020,10,0.037695215,IMD GRID MODEL
Telangana,Vikarabad,2020-11-04,2020,11,0.0,IMD GRID MODEL
Telangana,Vikarabad,2020-11-21,2020,11,0.0,IMD GRID MODEL
Telangana,Vikarabad,2020-11-24,2020,11,0.0,IMD GRID MODEL
Telangana,Vikarabad,2020-11-27,2020,11,0.0,IMD GRID MODEL
Telangana,Vikarabad,2020-12-01,2020,12,0.015078086,IMD GRID MODEL
Telangana,Vikarabad,2020-12-03,2020,12,0.0,IMD GRID MODEL
Telangana,Vikarabad,2020-12-05,2020,12,0.0,IMD GRID MODEL
Telangana,Vikarabad,2020-12-07,2020,12,0.057873329,IMD GRID MODEL
Telangana,Vikarabad,2020-12-10,2020,12,0.0,IMD GRID MODEL
Telangana,Vikarabad,2020-12-20,2020,12,0.0,IMD GRID MODEL
Telangana,Vikarabad,2020-12-23,2020,12,0.0,IMD GRID MODEL
Telangana,Vikarabad,2020-12-25,2020,12,0.0,IMD GRID MODEL
Telangana,Vikarabad,2020-12-31,2020,12,0.0,IMD GRID MODEL
