State,District,Date,Year,Month,Avg_rainfall,Agency_name
Telangana,Adilabad,2023-01-08,2023,01,0.0,IMD GRID MODEL
Telangana,Adilabad,2023-01-14,2023,01,0.0,IMD GRID MODEL
Telangana,Adilabad,2023-01-20,2023,01,0.0,IMD GRID MODEL
Telangana,Adilabad,2023-01-23,2023,01,0.0,IMD GRID MODEL
Telangana,Adilabad,2023-02-03,2023,02,0.0,IMD GRID MODEL
Telangana,Adilabad,2023-02-07,2023,02,0.0,IMD GRID MODEL
Telangana,Adilabad,2023-02-15,2023,02,0.0,IMD GRID MODEL
Telangana,Adilabad,2023-02-18,2023,02,0.0,IMD GRID MODEL
Telangana,Adilabad,2023-02-19,2023,02,0.0,IMD GRID MODEL
Telangana,Adilabad,2023-02-21,2023,02,0.0,IMD GRID MODEL
Telangana,Adilabad,2023-02-28,2023,02,0.0,IMD GRID MODEL
Telangana,Adilabad,2023-03-02,2023,03,0.0,IMD GRID MODEL
Telangana,Adilabad,2023-03-12,2023,03,0.0,IMD GRID MODEL
Telangana,Adilabad,2023-03-14,2023,03,0.0,IMD GRID MODEL
Telangana,Adilabad,2023-03-23,2023,03,0.0,IMD GRID MODEL
Telangana,Adilabad,2023-04-02,2023,04,0.0,IMD GRID MODEL
Telangana,Adilabad,2023-04-03,2023,04,0.0,IMD GRID MODEL
Telangana,Adilabad,2023-04-24,2023,04,2.9495965606,IMD GRID MODEL
Telangana,Adilabad,2023-04-28,2023,04,0.2892837686,IMD GRID MODEL
Telangana,Adilabad,2023-04-29,2023,04,0.0406004108,IMD GRID MODEL
Telangana,Adilabad,2023-05-05,2023,05,4.4991477099,IMD GRID MODEL
Telangana,Adilabad,2023-05-07,2023,05,0.0075458786,IMD GRID MODEL
Telangana,Adilabad,2023-05-09,2023,05,0.0090697937,IMD GRID MODEL
Telangana,Adilabad,2023-05-13,2023,05,0.0,IMD GRID MODEL
Telangana,Adilabad,2023-05-15,2023,05,0.0,IMD GRID MODEL
Telangana,Adilabad,2023-05-19,2023,05,0.0,IMD GRID MODEL
Telangana,Adilabad,2023-05-22,2023,05,0.7939771128,IMD GRID MODEL
Telangana,Adilabad,2023-05-23,2023,05,0.0976368242,IMD GRID MODEL
Telangana,Adilabad,2023-06-10,2023,06,2.721685145,IMD GRID MODEL
Telangana,Adilabad,2023-06-14,2023,06,0.1870770014,IMD GRID MODEL
Telangana,Adilabad,2023-06-16,2023,06,0.0,IMD GRID MODEL
Telangana,Adilabad,2023-06-21,2023,06,0.0140397561,IMD GRID MODEL
Telangana,Adilabad,2023-06-26,2023,06,18.108124121,IMD GRID MODEL
Telangana,Adilabad,2023-06-27,2023,06,32.7716017469,IMD GRID MODEL
Telangana,Adilabad,2023-06-30,2023,06,0.036971691,IMD GRID MODEL
Telangana,Adilabad,2023-07-14,2023,07,16.3395827394,IMD GRID MODEL
Telangana,Adilabad,2023-07-21,2023,07,35.8716455077,IMD GRID MODEL
Telangana,Adilabad,2023-07-25,2023,07,24.7072241304,IMD GRID MODEL
Telangana,Adilabad,2023-07-27,2023,07,121.3647037032,IMD GRID MODEL
Telangana,Adilabad,2023-07-29,2023,07,1.1435827494,IMD GRID MODEL
Telangana,Adilabad,2023-07-31,2023,07,9.2627695803,IMD GRID MODEL
Telangana,Adilabad,2023-08-06,2023,08,0.5158790097,IMD GRID MODEL
Telangana,Adilabad,2023-08-08,2023,08,0.0104290273,IMD GRID MODEL
Telangana,Adilabad,2023-08-10,2023,08,0.0004216281,IMD GRID MODEL
Telangana,Adilabad,2023-08-11,2023,08,0.0,IMD GRID MODEL
Telangana,Adilabad,2023-08-16,2023,08,1.4386779671,IMD GRID MODEL
Telangana,Adilabad,2023-08-20,2023,08,32.9604329472,IMD GRID MODEL
Telangana,Adilabad,2023-08-25,2023,08,4.4597186706,IMD GRID MODEL
Telangana,Adilabad,2023-09-11,2023,09,2.1748573722,IMD GRID MODEL
Telangana,Adilabad,2023-09-12,2023,09,0.0131378343,IMD GRID MODEL
Telangana,Adilabad,2023-09-24,2023,09,12.6697540693,IMD GRID MODEL
Telangana,Adilabad,2023-09-26,2023,09,8.2023553176,IMD GRID MODEL
Telangana,Adilabad,2023-09-27,2023,09,1.2451940836,IMD GRID MODEL
Telangana,Adilabad,2023-10-01,2023,10,0.4317116078,IMD GRID MODEL
Telangana,Adilabad,2023-10-02,2023,10,3.0071195547,IMD GRID MODEL
Telangana,Adilabad,2023-10-12,2023,10,0.0,IMD GRID MODEL
Telangana,Adilabad,2023-10-17,2023,10,0.0,IMD GRID MODEL
Telangana,Adilabad,2023-10-21,2023,10,0.0,IMD GRID MODEL
Telangana,Adilabad,2023-10-30,2023,10,0.0,IMD GRID MODEL
Telangana,Adilabad,2023-11-06,2023,11,0.0,IMD GRID MODEL
Telangana,Adilabad,2023-11-13,2023,11,0.0,IMD GRID MODEL
Telangana,Adilabad,2023-11-16,2023,11,0.0,IMD GRID MODEL
Telangana,Adilabad,2023-11-23,2023,11,0.0,IMD GRID MODEL
Telangana,Adilabad,2023-11-26,2023,11,0.0,IMD GRID MODEL
Telangana,Adilabad,2023-12-09,2023,12,0.0,IMD GRID MODEL
Telangana,Adilabad,2023-12-25,2023,12,0.0,IMD GRID MODEL
Telangana,Adilabad,2023-12-30,2023,12,0.0,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2023-01-09,2023,01,0.0,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2023-01-14,2023,01,0.0,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2023-01-15,2023,01,0.0,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2023-01-19,2023,01,0.0,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2023-01-20,2023,01,0.0,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2023-01-30,2023,01,0.0,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2023-02-01,2023,02,0.0,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2023-02-08,2023,02,0.0,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2023-02-13,2023,02,0.0,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2023-02-16,2023,02,0.0,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2023-02-17,2023,02,0.0,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2023-02-21,2023,02,0.0,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2023-02-25,2023,02,0.0,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2023-02-27,2023,02,0.0,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2023-03-04,2023,03,0.0,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2023-03-12,2023,03,0.0,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2023-03-13,2023,03,0.0,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2023-03-18,2023,03,9.826892196,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2023-03-22,2023,03,0.0,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2023-04-04,2023,04,0.0,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2023-04-06,2023,04,0.243713102,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2023-04-14,2023,04,0.0,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2023-04-16,2023,04,0.0,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2023-04-18,2023,04,0.0,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2023-04-20,2023,04,0.0024932761,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2023-04-21,2023,04,0.3656993588,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2023-04-26,2023,04,9.1202799352,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2023-04-28,2023,04,0.0462337237,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2023-04-30,2023,04,3.5903000282,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2023-05-03,2023,05,5.7824043833,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2023-05-04,2023,05,10.2883112757,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2023-05-13,2023,05,0.0,IMD GRID MODEL
Telangana,Bhadradri Kothagudem,2023-05-15,2023,05,0.0,IMD GRID MODEL
