State,District,Date,Year,Month,Avg_rainfall,Agency_name
Telangana,Nirmal,2018-05-14,2018,05,0.0,IMD GRID MODEL
Telangana,Nirmal,2018-05-20,2018,05,0.0,IMD GRID MODEL
Telangana,Nirmal,2018-05-21,2018,05,0.0,IMD GRID MODEL
Telangana,Nirmal,2018-05-23,2018,05,0.0,IMD GRID MODEL
Telangana,Nirmal,2018-05-25,2018,05,0.0,IMD GRID MODEL
Telangana,Nirmal,2018-05-30,2018,05,0.0,IMD GRID MODEL
Telangana,Nirmal,2018-05-31,2018,05,0.0,IMD GRID MODEL
Telangana,Nirmal,2018-06-04,2018,06,0.130441201,IMD GRID MODEL
Telangana,Nirmal,2018-06-07,2018,06,0.0,IMD GRID MODEL
Telangana,Nirmal,2018-06-09,2018,06,0.0,IMD GRID MODEL
Telangana,Nirmal,2018-06-16,2018,06,0.0,IMD GRID MODEL
Telangana,Nirmal,2018-06-18,2018,06,0.067640788,IMD GRID MODEL
Telangana,Nirmal,2018-06-21,2018,06,0.0,IMD GRID MODEL
Telangana,Nirmal,2018-06-24,2018,06,0.048990493,IMD GRID MODEL
Telangana,Medchal Malkajgiri,2018-08-13,2018,08,3.602708531,IMD GRID MODEL
Telangana,Medchal Malkajgiri,2018-08-22,2018,08,0.0,IMD GRID MODEL
Telangana,Medchal Malkajgiri,2018-08-24,2018,08,1.388392931,IMD GRID MODEL
Telangana,Medchal Malkajgiri,2018-08-29,2018,08,0.0,IMD GRID MODEL
Telangana,Medchal Malkajgiri,2018-09-07,2018,09,1.725313956,IMD GRID MODEL
Telangana,Medchal Malkajgiri,2018-09-14,2018,09,1.37244873,IMD GRID MODEL
Telangana,Medchal Malkajgiri,2018-09-21,2018,09,13.38508665,IMD GRID MODEL
Telangana,Medchal Malkajgiri,2018-09-22,2018,09,0.0,IMD GRID MODEL
Telangana,Medchal Malkajgiri,2018-09-28,2018,09,2.33997775,IMD GRID MODEL
Telangana,Medchal Malkajgiri,2018-10-03,2018,10,1.236020423,IMD GRID MODEL
Telangana,Medchal Malkajgiri,2018-10-18,2018,10,1.474360651,IMD GRID MODEL
Telangana,Medchal Malkajgiri,2018-10-19,2018,10,12.08383295,IMD GRID MODEL
Telangana,Medchal Malkajgiri,2018-10-20,2018,10,5.875471842,IMD GRID MODEL
Telangana,Medchal Malkajgiri,2018-10-26,2018,10,0.030178483,IMD GRID MODEL
Telangana,Medchal Malkajgiri,2018-11-05,2018,11,0.0,IMD GRID MODEL
Telangana,Medchal Malkajgiri,2018-11-09,2018,11,0.0,IMD GRID MODEL
Telangana,Medchal Malkajgiri,2018-11-15,2018,11,0.042047111,IMD GRID MODEL
Telangana,Medchal Malkajgiri,2018-11-18,2018,11,17.53544978,IMD GRID MODEL
Telangana,Medchal Malkajgiri,2018-11-19,2018,11,0.018884524,IMD GRID MODEL
Telangana,Medchal Malkajgiri,2018-12-03,2018,12,0.0,IMD GRID MODEL
Telangana,Medchal Malkajgiri,2018-12-04,2018,12,0.0,IMD GRID MODEL
Telangana,Medchal Malkajgiri,2018-12-06,2018,12,0.0,IMD GRID MODEL
Telangana,Medchal Malkajgiri,2018-12-09,2018,12,0.0,IMD GRID MODEL
Telangana,Medchal Malkajgiri,2018-12-31,2018,12,0.0,IMD GRID MODEL
Telangana,Medchal Malkajgiri,2018-02-14,2018,02,0.0,IMD GRID MODEL
Telangana,Medchal Malkajgiri,2018-03-28,2018,03,0.0,IMD GRID MODEL
Telangana,Medchal Malkajgiri,2018-04-02,2018,04,0.0,IMD GRID MODEL
Telangana,Medchal Malkajgiri,2018-05-16,2018,05,0.0,IMD GRID MODEL
Telangana,Medchal Malkajgiri,2018-06-12,2018,06,1.02146215,IMD GRID MODEL
